Customer ID,Recency,Frequency,Monetary,Cancel_Count,Cluster,Segment,predicted_clv,Churned
12429,9,8,7485.91,1,0,Champions,3856.4662376991,0
12430,43,1,256.4,0,3,New/Occasional,,0
12431,36,27,10857.97,7,0,Champions,4436.02242648419,0
12432,43,5,5059.32,0,2,At-Risk,3368.675257577814,0
12433,1,10,20581.26,1,0,Champions,13873.479901385976,0
12434,85,3,1103.43,4,2,At-Risk,835.314350375097,1
12435,80,6,13925.93,0,0,Champions,6209.353315590435,1
12436,100,1,509.01,0,1,Lost/Inactive,,1
12437,2,39,12683.4,19,0,Champions,5183.866829615174,0
12438,14,2,2906.85,0,3,New/Occasional,5955.732014231944,0
12439,683,2,1158.18,3,2,At-Risk,21.526847790411956,1
12440,462,2,859.2,3,1,Lost/Inactive,187.66905833047812,1
12441,367,1,347.1,0,1,Lost/Inactive,,1
12442,3,1,172.06,0,3,New/Occasional,,0
12443,732,1,485.31,0,1,Lost/Inactive,-5.679073001230779,1
12444,21,5,5005.46,0,0,Champions,5249.384663629394,0
12445,22,2,434.98,1,3,New/Occasional,173.5177338910654,0
12446,58,1,1002.31,0,3,New/Occasional,,0
12447,243,1,476.49,0,1,Lost/Inactive,,1
12448,44,1,449.45,0,3,New/Occasional,,0
12449,22,6,4835.89,0,0,Champions,3193.1415852556293,0
12450,156,5,688.2,3,2,At-Risk,384.6666669024556,1
12451,11,8,12669.88,3,0,Champions,6701.777467315084,0
12452,17,2,430.5700000000001,1,3,New/Occasional,,0
12453,134,1,707.09,0,1,Lost/Inactive,,1
12454,56,5,16679.78,32,0,Champions,9751.371766806504,0
12455,73,10,5879.95,0,0,Champions,1953.42611979796,0
12456,44,3,3181.04,4,2,At-Risk,3247.5025417624224,0
12457,66,8,2995.91,8,2,At-Risk,1735.8520569016146,0
12458,71,4,1777.49,0,2,At-Risk,1063.123047875115,0
12459,605,1,454.36,0,1,Lost/Inactive,-6.736898042404881,1
12460,456,1,326.65,0,1,Lost/Inactive,,1
12461,94,2,826.88,0,2,At-Risk,509.9900718901768,1
12462,19,2,1189.59,10,3,New/Occasional,716.310590429992,0
12463,53,4,1344.78,5,2,At-Risk,1349.5116822449895,0
12464,10,8,1212.05,0,3,New/Occasional,1008.6846718235504,0
12465,17,2,742.19,4,3,New/Occasional,788.6319286177312,0
12466,682,1,56.73,0,1,Lost/Inactive,-6.053148487918491,1
12467,423,1,132.8,9,1,Lost/Inactive,,1
12468,188,5,3670.74,13,2,At-Risk,1678.4170381218016,1
12469,523,2,3070.54,0,2,At-Risk,371.6269760996489,1
12470,690,1,211.95,0,1,Lost/Inactive,-5.997829224297223,1
12471,2,79,39963.79,160,0,Champions,16594.805161680437,0
12472,32,19,17880.59,138,0,Champions,7329.136711903076,0
12473,29,5,3938.55,11,0,Champions,5317.306468766804,0
12474,17,31,12424.45,54,0,Champions,5773.993289368766,0
12475,54,2,1149.64,0,3,New/Occasional,932.2302954770778,0
12476,16,23,14115.41,48,0,Champions,7956.135283509468,0
12477,23,9,20276.37,8,0,Champions,9746.181787454205,0
12478,4,1,680.99,0,3,New/Occasional,,0
12479,11,1,527.2,4,3,New/Occasional,,0
12480,28,7,5464.85,3,0,Champions,3309.3975575889235,0
12481,23,15,12361.39,4,0,Champions,4979.143311065436,0
12482,576,29,23691.4,3,0,Champions,87.32996891446155,1
12483,17,19,5120.58,9,0,Champions,2275.834741044023,0
12484,33,12,6370.15,9,0,Champions,2787.9821204932173,0
12485,529,1,708.1,0,1,Lost/Inactive,,1
12486,432,1,1037.28,0,1,Lost/Inactive,,1
12487,731,1,285.3,1,1,Lost/Inactive,-5.693143596510228,1
12488,10,3,1298.66,0,3,New/Occasional,2462.451575531177,0
12489,336,1,334.93,0,1,Lost/Inactive,,1
12490,5,21,9823.64,1,0,Champions,4001.788818219404,0
12491,39,1,460.4,0,3,New/Occasional,,0
12492,63,3,715.21,0,3,New/Occasional,264.5109030665224,0
12493,166,2,433.74,1,1,Lost/Inactive,364.8199026073013,1
12494,16,9,1872.87,11,0,Champions,877.623430907855,0
12495,641,1,357.4,2,1,Lost/Inactive,-6.407827313905342,1
12496,620,2,54.09,0,1,Lost/Inactive,-6.59180403899118,1
12497,82,3,6248.5,1,2,At-Risk,3318.9053163767444,1
12498,21,3,403.7000000000001,0,3,New/Occasional,772.6785180551676,0
12499,560,1,393.72,0,1,Lost/Inactive,-7.213382267708189,1
12500,23,19,5955.21,10,0,Champions,2642.264601933457,0
12501,337,1,2169.39,11,2,At-Risk,,1
12502,96,5,3723.87,0,2,At-Risk,3200.304023077062,1
12503,584,1,1126.0,1,1,Lost/Inactive,-6.951144165835234,1
12504,18,4,779.05,6,3,New/Occasional,415.6126194540555,0
12505,409,1,955.2,5,1,Lost/Inactive,,1
12506,233,1,73.5,0,1,Lost/Inactive,,1
12507,134,4,1844.06,1,2,At-Risk,836.0588803175431,1
12508,26,2,398.27,0,3,New/Occasional,770.9779585384712,0
12509,284,1,176.5,0,1,Lost/Inactive,,1
12510,143,9,5178.02,9,2,At-Risk,2160.149318442251,1
12511,429,1,3084.02,4,2,At-Risk,,1
12512,66,2,138.03,0,1,Lost/Inactive,,0
12513,113,1,612.29,1,1,Lost/Inactive,,1
12514,267,2,1597.76,0,2,At-Risk,825.851438910036,1
12515,353,1,383.7,0,1,Lost/Inactive,,1
12516,78,4,2648.62,0,2,At-Risk,1242.4524498012925,1
12517,28,5,2502.84,2,3,New/Occasional,2840.7397921507923,0
12518,1,5,2056.89,0,3,New/Occasional,3928.893695988373,0
12519,64,2,726.54,2,3,New/Occasional,387.3716211071729,0
12520,79,5,2634.26,3,2,At-Risk,1888.0178268365269,1
12521,143,1,599.68,0,1,Lost/Inactive,,1
12522,39,2,192.72,0,3,New/Occasional,519.3228902036674,0
12523,19,23,4372.15,15,0,Champions,1871.360747743467,0
12524,9,17,11126.11,2,0,Champions,5076.055781032446,0
12525,498,3,973.73,17,2,At-Risk,162.52857417287922,1
12526,1,3,1316.66,0,3,New/Occasional,2333.108548977441,0
12527,82,5,735.51,0,2,At-Risk,291.75250872209267,1
12528,9,6,1933.48,3,3,New/Occasional,1476.2804451395689,0
12529,528,1,316.48,2,1,Lost/Inactive,,1
12530,60,9,3759.26,4,0,Champions,1760.7673967208348,0
12531,15,2,1933.2,6,3,New/Occasional,106.24997201228628,0
12532,30,1,349.83000000000004,0,3,New/Occasional,,0
12533,628,2,1367.89,18,2,At-Risk,186.7695866739188,1
12534,131,1,1089.18,0,1,Lost/Inactive,,1
12535,92,2,716.35,0,3,New/Occasional,785.6893233869637,1
12536,43,3,12601.830000000002,12,2,At-Risk,37705.41314084461,0
12537,409,1,732.94,0,1,Lost/Inactive,,1
12538,29,2,640.45,0,3,New/Occasional,507.4684135449136,0
12539,22,7,11214.75,1,0,Champions,3013.3033197565514,0
12540,20,33,22254.49,4,0,Champions,9415.965881611111,0
12541,30,3,981.18,0,3,New/Occasional,906.1632306870472,0
12542,484,2,481.88,6,1,Lost/Inactive,74.62463950193647,1
12543,448,1,980.25,0,1,Lost/Inactive,,1
12544,36,1,372.7,1,3,New/Occasional,,0
12545,75,2,1000.39,0,3,New/Occasional,685.2848918942477,0
12546,47,2,1161.5,1,3,New/Occasional,1618.483716911495,0
12547,198,3,383.58,0,1,Lost/Inactive,166.18743360536106,1
12548,166,1,95.2,0,1,Lost/Inactive,,1
12549,576,6,1575.68,0,2,At-Risk,52.043435829434,1
12550,79,1,964.83,0,3,New/Occasional,,1
12551,358,1,168.0,0,1,Lost/Inactive,,1
12552,39,2,437.82,0,3,New/Occasional,660.8960832765832,0
12553,8,12,4608.75,6,0,Champions,2986.5595298683284,0
12554,449,1,468.5,0,1,Lost/Inactive,,1
12555,682,1,129.23,0,1,Lost/Inactive,-6.053148487918491,1
12556,50,2,603.71,0,3,New/Occasional,799.9850303226234,0
12557,16,8,18716.14,0,0,Champions,7938.7173781443,0
12558,8,1,269.96,11,3,New/Occasional,,0
12559,311,2,561.71,1,1,Lost/Inactive,61.03155261844251,1
12560,5,3,2134.01,6,3,New/Occasional,1887.69940417484,0
12561,303,1,238.85,0,1,Lost/Inactive,,1
12562,8,9,4966.92,0,0,Champions,3333.5571148376616,0
12563,409,1,249.24,0,1,Lost/Inactive,,1
12564,261,1,456.9,0,1,Lost/Inactive,,1
12565,289,1,145.92000000000002,1,1,Lost/Inactive,,1
12566,86,1,351.65,1,1,Lost/Inactive,,1
12567,23,15,13709.86,19,0,Champions,6400.798593635962,0
12568,645,1,70.0,0,1,Lost/Inactive,-6.372261544901054,1
12569,2,32,4124.6900000000005,3,0,Champions,4094.21256526624,0
12570,682,1,77.52,0,1,Lost/Inactive,-6.053148487918491,1
12571,40,2,519.61,0,3,New/Occasional,869.4545550155885,0
12572,9,2,1020.42,2,3,New/Occasional,2536.378192938762,0
12573,227,5,717.41,0,2,At-Risk,369.7602577144321,1
12574,316,1,218.45,0,1,Lost/Inactive,,1
12575,457,2,622.82,0,1,Lost/Inactive,166.9524544548475,1
12576,36,8,2142.7200000000003,5,0,Champions,1111.4177223429751,0
12577,35,8,1653.75,1,2,At-Risk,724.2222294222835,0
12578,21,4,4642.45,9,3,New/Occasional,3021.2029679339034,0
12579,78,1,440.42,2,1,Lost/Inactive,,1
12580,247,2,1052.9,0,2,At-Risk,372.2650148180738,1
12581,40,1,197.71,0,3,New/Occasional,,0
12582,239,4,1980.4,0,2,At-Risk,702.6552730398369,1
12583,3,27,14447.44,5,0,Champions,5901.782958973919,0
12584,4,9,2338.15,30,0,Champions,1990.9489440763996,0
12585,234,2,2040.1,10,2,At-Risk,952.827992395698,1
12586,17,4,2062.67,2,3,New/Occasional,885.5884522754837,0
12587,8,1,144.0,0,3,New/Occasional,,0
12588,39,4,958.78,2,3,New/Occasional,449.1162221907279,0
12589,29,8,4695.66,32,0,Champions,2118.530856718736,0
12590,211,2,9864.26,4,2,At-Risk,,1
12591,317,3,1352.15,0,2,At-Risk,427.7525186430294,1
12592,92,5,2582.66,3,2,At-Risk,350.1999410661675,1
12593,109,3,418.1,0,1,Lost/Inactive,285.28300216886674,1
12594,38,15,5090.110000000001,3,0,Champions,2458.700052840458,0
12595,505,1,299.02,0,1,Lost/Inactive,,1
12596,51,2,618.27,0,3,New/Occasional,686.0547225465403,0
12597,19,4,3811.22,8,3,New/Occasional,4159.724896408629,0
12598,10,11,4534.09,5,0,Champions,1995.9356840813505,0
12599,29,13,2296.72,0,0,Champions,997.5832052266094,0
12600,29,21,5043.92,8,0,Champions,2076.597496231899,0
12601,190,6,681.26,1,2,At-Risk,405.4830173298392,1
12602,59,1,153.12,0,1,Lost/Inactive,,0
12603,22,1,739.1999999999999,0,3,New/Occasional,,0
12604,79,2,254.18,0,1,Lost/Inactive,143.42786639247888,1
12605,376,4,1232.95,6,2,At-Risk,273.0040065052675,1
12606,682,1,21.0,0,1,Lost/Inactive,-6.053148487918491,1
12607,60,1,1579.51,101,3,New/Occasional,,0
12608,405,1,415.79,0,1,Lost/Inactive,,1
12609,78,9,3435.86,1,2,At-Risk,1447.2366826792804,1
12610,23,5,2099.54,5,3,New/Occasional,2376.5206167372558,0
12611,52,1,1193.32,0,3,New/Occasional,,0
12612,74,1,704.04,2,3,New/Occasional,,0
12613,57,10,6835.07,20,0,Champions,2577.522761623074,0
12614,278,1,315.6,0,1,Lost/Inactive,,1
12615,2,8,5740.9800000000005,8,0,Champions,2499.542097763224,0
12616,95,3,1131.1,5,2,At-Risk,725.6471978866339,1
12617,29,1,355.53000000000003,0,3,New/Occasional,,0
12618,22,1,177.31,0,3,New/Occasional,,0
12619,16,10,3781.38,5,0,Champions,2119.77031144166,0
12620,15,3,1339.41,0,3,New/Occasional,1350.505905079826,0
12621,2,35,24775.81,16,0,Champions,11489.334027184905,0
12622,232,1,180.1,0,1,Lost/Inactive,,1
12623,276,7,3747.84,2,2,At-Risk,932.939769604044,1
12624,106,2,641.13,0,1,Lost/Inactive,779.5108723415495,1
12625,212,4,5164.88,5,2,At-Risk,2556.646122612009,1
12626,23,9,6620.4800000000005,13,0,Champions,5156.89271168037,0
12627,11,7,4478.53,0,0,Champions,6767.627836510471,0
12628,4,3,786.46,2,3,New/Occasional,1632.2644729496528,0
12629,386,2,1558.22,0,2,At-Risk,570.0395357933608,1
12630,10,2,1270.88,0,3,New/Occasional,3165.427056583444,0
12631,57,6,3481.57,3,2,At-Risk,1448.6005215055536,0
12632,521,2,804.88,3,1,Lost/Inactive,179.08481150422412,1
12633,59,7,5678.16,7,0,Champions,2205.9308756618807,0
12634,536,2,490.0,0,1,Lost/Inactive,41.94949751317367,1
12635,90,4,2930.41,0,2,At-Risk,1760.3705959789831,1
12636,739,1,141.0,0,1,Lost/Inactive,-5.6372766162016354,1
12637,67,12,8340.31,4,0,Champions,4485.556111031426,0
12638,33,2,921.49,0,3,New/Occasional,591.3070913673699,0
12639,239,3,1312.37,0,2,At-Risk,684.159723274259,1
12640,24,3,1174.58,0,3,New/Occasional,1290.367085273169,0
12641,115,1,185.9,0,1,Lost/Inactive,,1
12642,25,3,1013.26,0,3,New/Occasional,1729.2459851209749,0
12643,128,12,8350.42,4,0,Champions,3151.5287087481684,1
12644,130,4,1918.49,12,2,At-Risk,688.1453451628557,1
12645,34,8,3539.3,3,0,Champions,1607.5006248706718,0
12646,5,2,1346.97,0,3,New/Occasional,3265.8958947210226,0
12647,22,36,17924.35,18,0,Champions,7465.344374722246,0
12648,155,4,1112.0,1,2,At-Risk,493.74422902804633,1
12649,107,8,2294.65,6,2,At-Risk,978.8241021656224,1
12650,3,1,314.44,0,3,New/Occasional,,0
12651,335,4,377.75,2,1,Lost/Inactive,134.76992272985905,1
12652,331,2,1017.03,3,2,At-Risk,834.1752883303678,1
12653,149,3,4160.83,0,2,At-Risk,1708.5314742577018,1
12654,11,5,601.98,0,3,New/Occasional,513.7785823023464,0
12655,424,1,261.35,0,1,Lost/Inactive,,1
12656,17,8,6407.83,6,0,Champions,3242.18162481622,0
12657,11,4,1643.18,9,3,New/Occasional,3307.0391393443206,0
12658,19,1,686.05,0,3,New/Occasional,,0
12659,30,1,91.68,0,3,New/Occasional,,0
12660,11,1,245.1,0,3,New/Occasional,,0
12661,436,1,162.0,0,1,Lost/Inactive,,1
12662,1,20,6988.02,5,0,Champions,3340.1032672638657,0
12663,625,2,239.4,1,1,Lost/Inactive,28.3471943707896,1
12664,8,11,6070.04,1,0,Champions,2524.59843605361,0
12665,325,3,313.6,4,1,Lost/Inactive,86.38050929540758,1
12666,394,1,1248.42,2,1,Lost/Inactive,,1
12667,58,1,620.13,0,3,New/Occasional,,0
12668,12,10,11444.68,7,0,Champions,4756.967079324891,0
12669,151,3,2744.03,1,2,At-Risk,2086.352912130996,1
12670,10,7,3760.29,2,0,Champions,1834.37969556476,0
12671,606,1,2622.481,0,2,At-Risk,-6.727025962516712,1
12672,330,2,437.05,3,1,Lost/Inactive,186.7299077942039,1
12673,5,3,1230.02,0,3,New/Occasional,618.9620934165551,0
12674,39,4,1970.6,8,3,New/Occasional,2118.201840465266,0
12675,554,2,958.5,2,1,Lost/Inactive,5.519771797439914,1
12676,25,11,2843.09,1,0,Champions,1525.8200692332694,0
12677,555,2,395.1,2,1,Lost/Inactive,103.94867791831987,1
12678,42,21,34281.18,5,0,Champions,14651.017041089184,0
12679,59,4,1113.02,8,2,At-Risk,384.6359164869973,0
12680,1,4,880.81,0,3,New/Occasional,1346.6908783068725,0
12681,15,45,30868.28,29,0,Champions,12878.41835319588,0
12682,4,52,24033.91,3,0,Champions,10025.02249525584,0
12683,4,21,12696.78,20,0,Champions,5531.7159732949,0
12684,8,7,2283.63,0,0,Champions,2428.625244203443,0
12685,28,6,2863.08,0,0,Champions,5491.0278634916,0
12686,372,1,178.28,0,1,Lost/Inactive,,1
12687,481,2,2138.91,0,2,At-Risk,,1
12688,114,1,4873.81,0,2,At-Risk,,1
12689,26,2,1247.61,0,3,New/Occasional,2304.5929385403924,0
12690,206,1,389.01,0,1,Lost/Inactive,,1
12691,28,7,1170.4,0,3,New/Occasional,807.0334068506938,0
12692,637,1,110.95,0,1,Lost/Inactive,-6.434764164192352,1
12693,127,7,1703.02,4,2,At-Risk,703.1760833303805,1
12694,70,3,1843.35,1,2,At-Risk,832.8228215671732,0
12695,7,7,1407.12,0,3,New/Occasional,476.2342511724055,0
12696,435,2,851.91,1,1,Lost/Inactive,343.18847961766386,1
12697,29,3,957.59,2,3,New/Occasional,1123.7745803178827,0
12698,590,1,339.75,0,1,Lost/Inactive,-6.888547871033615,1
12699,418,1,638.11,0,1,Lost/Inactive,,1
12700,8,4,4939.99,2,0,Champions,5778.808031305334,0
12701,80,6,2446.41,0,2,At-Risk,1047.7373172007262,1
12702,20,1,219.0,0,3,New/Occasional,,0
12703,71,4,1006.53,10,2,At-Risk,254.8459906284862,0
12704,7,8,2340.84,2,0,Champions,3225.9480522359245,0
12705,15,14,11762.1,27,0,Champions,6119.655920161183,0
12707,292,1,603.42,0,1,Lost/Inactive,,1
12708,30,18,5314.1,26,0,Champions,2275.454329387257,0
12709,15,34,31093.34,88,0,Champions,12748.764902195684,0
12710,97,3,1149.02,2,2,At-Risk,713.8084636476264,1
12711,612,2,1339.05,0,2,At-Risk,296.3774246593989,1
12712,29,21,7193.66,18,0,Champions,3000.6755500556005,0
12713,1,1,848.55,0,3,New/Occasional,,0
12714,9,12,14093.71,0,0,Champions,6020.845643055785,0
12715,106,1,353.86,0,1,Lost/Inactive,,1
12716,4,2,1053.49,0,3,New/Occasional,1165.19776034518,0
12717,151,3,1308.91,1,2,At-Risk,724.1741492235213,1
12718,71,1,238.25,0,1,Lost/Inactive,,0
12719,5,2,644.95,3,3,New/Occasional,1691.5320686558257,0
12720,3,30,8260.67,24,0,Champions,4436.66095143027,0
12721,32,8,4013.08,15,0,Champions,2257.1235395429485,0
12722,85,4,997.63,4,2,At-Risk,1240.8797356300772,1
12723,4,5,725.07,0,3,New/Occasional,1524.5339118555812,0
12724,5,7,2317.52,0,0,Champions,1103.986201058424,0
12725,371,4,2694.56,0,2,At-Risk,799.5819308093513,1
12726,28,11,4014.6,0,0,Champions,1902.199717992334,0
12727,11,10,5679.53,2,0,Champions,2518.744464828681,0
12728,71,5,1070.17,0,2,At-Risk,738.6063327027192,0
12729,114,1,453.01,0,1,Lost/Inactive,,1
12730,522,1,829.25,0,1,Lost/Inactive,,1
12731,24,17,25775.71,3,0,Champions,11936.287944854012,0
12732,180,1,236.26,0,1,Lost/Inactive,,1
12733,234,4,2424.87,5,2,At-Risk,696.0287573088357,1
12734,353,3,639.65,0,2,At-Risk,214.3913468638881,1
12735,315,2,779.5699999999999,0,1,Lost/Inactive,379.485089304154,1
12736,333,1,234.0,0,1,Lost/Inactive,,1
12737,499,2,3710.5,0,2,At-Risk,,1
12738,372,1,310.7,0,1,Lost/Inactive,,1
12739,78,4,2726.73,0,2,At-Risk,1164.0966722034375,1
12740,64,1,427.6,0,3,New/Occasional,,0
12741,529,2,406.07,0,1,Lost/Inactive,49.3346169895752,1
12742,626,1,1201.52,1,1,Lost/Inactive,-6.544823077016814,1
12743,134,2,546.43,0,1,Lost/Inactive,,1
12744,52,11,25317.06,7,0,Champions,13587.707014752728,0
12745,487,3,925.41,0,2,At-Risk,319.0624722713667,1
12746,541,1,254.55,3,1,Lost/Inactive,,1
12747,2,26,9276.54,8,0,Champions,3861.766601890043,0
12748,1,336,56599.39,77,0,Champions,23734.583930030305,0
12749,4,9,6897.36,60,0,Champions,3920.0095406082087,0
12750,129,1,275.88,0,1,Lost/Inactive,,1
12751,445,1,268.27,0,1,Lost/Inactive,,1
12752,81,1,4366.78,0,2,At-Risk,,1
12753,23,6,21429.39,33,0,Champions,16095.554776711777,0
12754,236,3,3010.74,2,2,At-Risk,2697.3950443311587,1
12755,281,11,9030.66,53,2,At-Risk,2950.6763666698216,1
12756,87,1,112.08,0,1,Lost/Inactive,,1
12757,16,13,7857.1,6,0,Champions,8827.753604913396,0
12758,117,7,9903.24,4,2,At-Risk,3469.145293023133,1
12759,52,8,5020.74,0,0,Champions,2096.2598786967083,0
12760,456,1,347.8,0,1,Lost/Inactive,,1
12761,458,2,782.95,0,1,Lost/Inactive,11.218178510189537,1
12762,8,2,1898.52,0,3,New/Occasional,9538.78241502061,0
12763,138,2,814.16,0,2,At-Risk,237.23134512216052,1
12764,317,1,1693.88,0,2,At-Risk,,1
12765,472,6,1404.58,0,2,At-Risk,107.7861478280205,1
12766,4,9,10068.28,4,0,Champions,7147.578223329282,0
12767,376,1,949.82,0,1,Lost/Inactive,,1
12768,451,1,168.69,10,1,Lost/Inactive,,1
12769,239,1,1143.6,0,1,Lost/Inactive,,1
12770,211,2,3246.45,9,2,At-Risk,1464.38243574581,1
12771,486,1,282.3,1,1,Lost/Inactive,,1
12772,60,1,892.47,0,3,New/Occasional,,0
12773,564,1,124.25,6,1,Lost/Inactive,-7.1683050696231305,1
12774,536,1,98.7,0,1,Lost/Inactive,,1
12775,17,7,1686.12,1,3,New/Occasional,1207.5321384738072,0
12776,668,1,55.5,0,1,Lost/Inactive,-6.175206600227606,1
12777,458,1,519.45,0,1,Lost/Inactive,,1
12778,20,9,1775.68,1,0,Champions,771.267675870413,0
12779,38,14,6722.27,18,0,Champions,2811.2298924432844,0
12780,599,1,337.4,0,1,Lost/Inactive,-6.806825339944818,1
12781,64,2,826.74,5,3,New/Occasional,481.6163963619396,0
12782,5,11,4618.24,14,0,Champions,2677.4569591686427,0
12783,2,6,2225.91,2,0,Champions,5330.63778975774,0
12784,9,3,1804.75,0,3,New/Occasional,457.9950195406756,0
12785,364,3,1100.4,2,2,At-Risk,391.96961693631226,1
12786,610,1,728.5000000000001,0,1,Lost/Inactive,-6.697583176459356,1
12787,10,4,862.1800000000001,1,3,New/Occasional,413.34524530908016,0
12788,463,4,444.9,0,1,Lost/Inactive,35.39830987563896,1
12789,65,3,273.35,0,3,New/Occasional,116.08116822336986,0
12790,192,2,591.85,3,1,Lost/Inactive,388.8010203135125,1
12791,374,6,1056.11,2,2,At-Risk,359.41800414893106,1
12792,257,2,827.01,1,1,Lost/Inactive,376.44162556790434,1
12793,335,3,1017.33,0,2,At-Risk,378.9285046048237,1
12794,53,2,860.41,0,3,New/Occasional,1908.864394323844,0
12795,19,1,430.48,0,3,New/Occasional,,0
12796,628,1,381.0,0,1,Lost/Inactive,-6.516955680767672,1
12797,366,2,806.11,6,1,Lost/Inactive,393.4711986373982,1
12798,10,4,8510.93,0,0,Champions,6072.750502309936,0
